merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,is_hub,customer_density,log_omzet,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_rating,has_website,has_social_media,in_graph,priority_score,priority_rank,priority_category,predicted_priority,priority_probability,product_recommendation,product_rec_class,product_rec_proba_edc,product_rec_source
M0424,Anugerah Pangan Center,Grocery,distributor,retailer,Bandung,Setiabudhi,Ya,QRIS + EDC,800175990.0,7.0,0.454879,0.0028810542468873,0.0104996805111821,4,30.0,0.5714285714285714,0.0649827142857142,31.0,1,3.875,20.500342250188226,14.0,49.0,3.7,3.0,1,0,0,True,0.56644607216733,53,Tinggi,1,0.56644607216733,QRIS + EDC,,,existing_bni
M0662,PT Pusaka Distribusi Mandiri,Automotive,dealer,supplier,Bogor,Sentul,Ya,QRIS + EDC,1967110610.0,5.0,0.297239,0.0020641181028103,0.0059297124600638,3,76.0,1.0,0.0594478,42.0,0,7.0,21.39983160812258,9.0,25.0,3.9,3.0,1,0,0,True,0.523778563981977,73,Tinggi,1,0.523778563981977,QRIS + EDC,,,existing_bni
M0661,PT Mahardika Distribusi Internasional,Automotive,bengkel,supplier,Bandung,Dago,Ya,QRIS + EDC,7036963476.0,3.0,0.165076,0.0012412716103823,0.0039667731629392,4,30.0,0.3333333333333333,0.0550253333333333,71.0,0,17.75,22.67444258977951,14.0,36.0,4.0,5.0,1,0,1,True,0.2139968694798419,510,Rendah,0,0.2139968694798419,QRIS + EDC,,,existing_bni
M0483,Warung Kencana Mart,Grocery,minimarket,retailer,Jakarta,Sudirman,Ya,QRIS + EDC,35521631.0,1.0,0.061224,0.0006517085800169,0.0,15,53.0,1.0,0.061224,18.0,0,9.0,17.385652420978708,10.0,23.0,3.7,2.0,1,0,0,True,0.262672597766143,420,Rendah,0,0.262672597766143,QRIS + EDC,,,existing_bni
M0479,UD Mitra Sembako Internasional,Grocery,toko_kelontong,retailer,Depok,Cinere,Ya,QRIS + EDC,356379562.0,7.0,0.422958,0.0026364641040149,0.0139348242811501,7,67.0,0.7142857142857143,0.0604225714285714,30.0,1,3.75,19.691506909043586,14.0,42.0,3.8,3.0,1,0,1,True,0.575192187268629,48,Tinggi,1,0.575192187268629,QRIS + EDC,,,existing_bni
M0478,Toko Pangan Sejahtera,Grocery,toko_kelontong,retailer,Tangerang,BSD,Ya,QRIS,123701429.0,2.0,0.11438,0.0011233249526824,0.0007003194888178,17,39.0,0.5,0.05719,20.0,0,6.666666666666667,18.63338139752225,17.0,20.0,3.8,3.0,1,1,1,True,0.210050194385105,518,Rendah,0,0.210050194385105,QRIS,,,existing_bni
M0476,PT Makmur Distribusi Utama,Grocery,supermarket,supplier,Tangerang,Cipondoh,Ya,QRIS + EDC,1982157807.0,7.0,0.372828,0.002455787636114,0.0218530351437699,6,16.0,0.5714285714285714,0.0532611428571428,40.0,1,5.0,21.407451890269925,20.0,28.0,3.8,5.0,1,1,1,True,0.5121252556459037,90,Tinggi,1,0.5121252556459037,QRIS + EDC,,,existing_bni
M0475,UD Gemilang Pangan Niaga Raya,Grocery,toko_kelontong,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,3265494561.0,3.0,0.187362,0.0013424308196853,0.0023514376996805,8,46.0,0.6666666666666666,0.062454,54.0,0,13.5,21.90667706201697,14.0,25.0,4.0,4.0,1,1,1,True,0.3110264929850379,353,Rendah,0,0.3110264929850379,QRIS + EDC,,,existing_bni
M0474,Toko Sembako Pak Darto,Grocery,supermarket,retailer,Tangerang,Karawaci,Ya,QRIS,96837740.0,4.0,0.301141,0.0019805016916168,0.001211501597444,12,58.0,0.75,0.07528525,19.0,0,3.8,18.388547362624504,6.0,22.0,3.5,2.0,1,0,1,True,0.4334785255236097,167,Sedang,0,0.4334785255236097,QRIS,,,existing_bni
M0473,Agen Pangan Sejahtera,Grocery,distributor,supplier,Bandung,Dago,Ya,QRIS,73677518.0,3.0,0.191995,0.0014389458482861,0.0031386581469648,7,67.0,0.6666666666666666,0.0639983333333333,18.0,0,4.5,18.11520827670596,13.0,14.0,3.6,1.0,1,0,1,True,0.3194392363524423,331,Rendah,0,0.3194392363524423,QRIS,,,existing_bni
M0392,Minimarket Sinar Juara,Grocery,distributor,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,50575491.0,3.0,0.187486,0.0014999865665191,0.0026785942492012,1,29.0,0.6666666666666666,0.0624953333333333,21.0,0,5.25,17.73897766909731,8.0,16.0,3.7,1.0,1,0,0,True,0.3226776188125657,321,Rendah,0,0.3226776188125657,QRIS + EDC,,,existing_bni
M0389,Toko Pangan Nusantara,Grocery,toko_kelontong,retailer,Jakarta,Thamrin,Ya,QRIS,46156474.0,1.0,0.053571,0.0005762019933645,0.0,18,41.0,0.0,0.053571,21.0,0,10.5,17.64754781243015,16.0,24.0,3.8,3.0,1,1,0,True,0.0049634759623459,615,Rendah,0,0.0049634759623459,QRIS,,,existing_bni
M0420,Toko Sembako Kang Asep,Grocery,minimarket,retailer,Bandung,Braga,Ya,QRIS + EDC,901521063.0,6.0,0.392692,0.0026032648112948,0.0118083067092651,4,30.0,0.5,0.0654486666666666,34.0,1,4.857142857142857,20.61959396583661,14.0,21.0,3.7,2.0,1,1,1,True,0.4879741783888859,104,Sedang,0,0.4879741783888859,QRIS + EDC,,,existing_bni
M0448,Prima Grosir Store,Grocery,toko_kelontong,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,366633315.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,19.71987276758221,8.0,18.0,0.0,2.0,0,0,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS + EDC,,,existing_bni
M0446,Mahardika Grosir Market,Grocery,supermarket,retailer,Jakarta,Tebet,Ya,QRIS + EDC,29695438.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.20650402295643,12.0,15.0,3.9,1.0,1,0,0,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS + EDC,,,existing_bni
M0445,Sembada Niaga Distribusi,Grocery,supermarket,supplier,Depok,Cimanggis,Ya,QRIS + EDC,595890993.0,6.0,0.463589,0.0028352662916048,0.0091194888178913,7,67.0,0.1666666666666666,0.0772648333333333,27.0,1,3.857142857142857,20.20556831232896,11.0,36.0,3.9,5.0,1,0,0,True,0.4415903853526196,155,Sedang,0,0.4415903853526196,QRIS + EDC,,,existing_bni
M0443,Kencana Retail Distribusi,Grocery,supermarket,supplier,Jakarta,Senayan,Ya,QRIS + EDC,987806339.0,4.0,0.233699,0.0016475973093455,0.011338019169329,0,44.0,0.25,0.05842475,45.0,0,9.0,20.710997224353505,13.0,22.0,3.6,3.0,1,0,1,True,0.2650565880401072,416,Rendah,0,0.2650565880401072,QRIS + EDC,,,existing_bni
M0441,Agen Pangan Arunika,Grocery,supermarket,supplier,Depok,Sawangan,Ya,QRIS + EDC,117904042.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,18.585381656692338,20.0,14.0,0.0,3.0,0,1,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS + EDC,,,existing_bni
M0440,PT Prima Distribusi Retailindo,Grocery,minimarket,supplier,Jakarta,Menteng,Ya,QRIS + EDC,3247608074.0,6.0,0.334666,0.0026533870333973,0.0177124600638977,15,53.0,0.5,0.0557776666666666,34.0,1,4.857142857142857,21.90118458540101,17.0,40.0,4.0,5.0,1,1,0,True,0.4754279566957018,119,Sedang,0,0.4754279566957018,QRIS + EDC,,,existing_bni
M0408,UD Karya Grosir Nusantara,Grocery,toko_kelontong,retailer,Bekasi,Kemang Pratama,Ya,QRIS,730387455.0,2.0,0.123271,0.0010027693102617,0.0026070287539936,5,19.0,1.0,0.0616355,31.0,0,10.333333333333334,20.409085712946407,15.0,33.0,0.0,3.0,0,0,0,True,0.3286503768953669,298,Rendah,0,0.3286503768953669,QRIS,,,existing_bni
M0406,PT Sentosa Pangan Nusantara,Grocery,toko_kelontong,retailer,Tangerang,Alam Sutera,Ya,QRIS + EDC,6773135270.0,4.0,0.215916,0.0016492495389743,0.0142568690095846,18,41.0,0.25,0.053979,43.0,0,8.6,22.636229929074823,14.0,38.0,4.0,6.0,1,0,1,True,0.2602008814251635,437,Rendah,0,0.2602008814251635,QRIS + EDC,,,existing_bni
M0405,Minimarket Sinar Maju,Grocery,toko_kelontong,retailer,Depok,Cinere,Ya,QRIS,35620026.0,1.0,0.068182,0.0008708416237525,0.0,7,67.0,0.0,0.068182,14.0,0,7.0,17.388418593826625,14.0,20.0,0.0,3.0,0,0,1,True,0.0307766127077425,583,Rendah,0,0.0307766127077425,QRIS,,,existing_bni
M0436,CV Prima Mart Utama,Grocery,minimarket,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,502826767.0,6.0,0.367144,0.0024650945802753,0.0119309904153354,8,46.0,0.6666666666666666,0.0611906666666666,41.0,1,5.857142857142857,20.03575627113122,15.0,26.0,0.0,3.0,0,1,1,True,0.5123027263985315,89,Tinggi,1,0.5123027263985315,QRIS + EDC,,,existing_bni
M0435,PT Mitra Pangan Mandiri,Grocery,minimarket,retailer,Bogor,Bogor Tengah,Ya,QRIS + EDC,6183053398.0,4.0,0.270079,0.0017148053193374,0.005561661341853,3,76.0,0.5,0.06751975,62.0,0,12.4,22.545078063908,20.0,51.0,4.6,7.0,1,1,0,True,0.342694652141275,266,Rendah,0,0.342694652141275,QRIS + EDC,,,existing_bni
M0434,Minimarket Selaras Abadi,Grocery,distributor,retailer,Depok,Sawangan,Ya,QRIS,35579588.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.387282688701855,15.0,12.0,3.8,2.0,1,0,0,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0430,PT Sahabat Distribusi Retailindo,Grocery,toko_kelontong,supplier,Jakarta,Senayan,Ya,QRIS + EDC,3170354606.0,4.0,0.211393,0.0017969335381064,0.0101265175718849,14,29.0,0.75,0.05284825,41.0,0,8.2,21.877109281986296,16.0,41.0,3.7,6.0,1,1,1,True,0.3948234622697232,202,Sedang,0,0.3948234622697232,QRIS + EDC,,,existing_bni
M0027,CV Anugerah Horeka Nusantara,F&B,restaurant,retailer,Bekasi,Kemang Pratama,Ya,QRIS,535299206.0,4.0,0.223756,0.001677408241938,0.0063130990415335,7,67.0,0.75,0.055939,34.0,0,6.8,20.09833641395022,10.0,28.0,3.5,3.0,1,0,1,True,0.3894714360290877,214,Sedang,0,0.3894714360290877,QRIS,,,existing_bni
M0691,Toko Sparepart Mitra,Automotive,sparepart,retailer,Bandung,Dago,Ya,QRIS + EDC,44277268.0,1.0,0.073171,0.0015948963317384,0.0,11,2.0,0.0,0.073171,22.0,0,11.0,17.605981988202597,7.0,12.0,3.8,2.0,1,0,1,True,0.0855568354528891,570,Rendah,0,0.0855568354528891,QRIS + EDC,,,existing_bni
M0689,Ban & Oli Sahabat Sukses,Automotive,accessories,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,670076717.0,1.0,0.071429,0.0006657876888746,0.0,10,26.0,1.0,0.071429,20.0,0,10.0,20.32290276827176,14.0,22.0,3.6,3.0,1,1,1,True,0.2665670506097897,410,Rendah,0,0.2665670506097897,QRIS + EDC,,,existing_bni
M0688,Grosir Ban & Oli Gemilang,Automotive,dealer,supplier,Tangerang,BSD,Ya,QRIS + EDC,56797643.0,1.0,0.05,0.0005469029917533,0.0,12,58.0,0.0,0.05,19.0,0,9.5,17.85500540395787,14.0,19.0,3.8,3.0,1,0,1,True,0.0018037563465494,625,Rendah,0,0.0018037563465494,QRIS + EDC,,,existing_bni
M0685,PT Pusaka Otomotif Utama,Automotive,bengkel,retailer,Bekasi,Harapan Indah,Ya,QRIS,3513415626.0,6.0,0.366778,0.0030910779468849,0.0096306709265175,17,39.0,0.8333333333333334,0.0611296666666666,37.0,1,5.285714285714286,21.97985451436198,24.0,45.0,3.9,7.0,1,1,1,True,0.6000200368364872,41,Tinggi,1,0.6000200368364872,QRIS,,,existing_bni
M0684,Toko Sparepart Sentosa,Automotive,bengkel,retailer,Jakarta,Menteng,Ya,QRIS,71090539.0,3.0,0.201182,0.0014104490226332,0.0058479233226837,4,30.0,0.6666666666666666,0.0670606666666666,14.0,0,3.5,18.07946483388188,12.0,14.0,3.9,1.0,1,1,0,True,0.3199096690338514,329,Rendah,0,0.3199096690338514,QRIS,,,existing_bni
M0681,Mandala Sparepart House,Automotive,sparepart,retailer,Jakarta,Cempaka Putih,Ya,QRIS + EDC,2547124380.0,4.0,0.266143,0.0022706852365139,0.006323322683706,15,53.0,0.25,0.06653575,49.0,0,9.8,21.65823086606625,16.0,67.0,3.6,2.0,1,1,1,True,0.3200773876212742,328,Rendah,0,0.3200773876212742,QRIS + EDC,,,existing_bni
M0680,Auto Service Mandala,Automotive,bengkel,retailer,Jakarta,Kelapa Gading,Ya,QRIS + EDC,2566656567.0,4.0,0.276006,0.0021277303185097,0.0055974440894568,5,19.0,0.5,0.0690015,52.0,0,10.4,21.665869942584745,16.0,30.0,0.0,3.0,0,1,0,True,0.3747981615358776,230,Sedang,0,0.3747981615358776,QRIS + EDC,,,existing_bni
M0693,CV Berseri Motor Indonesia,Automotive,dealer,retailer,Bogor,Dramaga,Ya,QRIS + EDC,686466482.0,6.0,0.352461,0.002066421052228,0.0083884984025559,3,76.0,0.8333333333333334,0.0587435,29.0,1,4.142857142857143,20.347067958965123,11.0,23.0,3.8,2.0,1,0,1,True,0.520465794540878,81,Tinggi,1,0.520465794540878,QRIS + EDC,,,existing_bni
M0019,Sinar Sajian House,F&B,catering,retailer,Depok,Sawangan,Ya,QRIS,655938145.0,4.0,0.218841,0.0015518585098132,0.0059654952076677,8,46.0,0.5,0.05471025,28.0,0,5.6,20.30157705282867,12.0,24.0,0.0,3.0,0,0,1,True,0.3163390620392438,338,Rendah,0,0.3163390620392438,QRIS,,,existing_bni
M0018,Nusantara Sajian House,F&B,warung,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,1713607502.0,5.0,0.280054,0.0025417771403371,0.0131118210862619,15,53.0,0.4,0.0560107999999999,43.0,0,7.166666666666667,21.261866636149573,19.0,43.0,4.2,4.0,1,0,0,True,0.4041857157937102,193,Sedang,0,0.4041857157937102,QRIS + EDC,,,existing_bni
M0017,Dapur Pak Joko,F&B,restaurant,retailer,Bogor,Cibinong,Ya,QRIS + EDC,86430138.0,3.0,0.17821,0.0011531691165105,0.002458785942492,3,76.0,0.6666666666666666,0.0594033333333333,20.0,0,5.0,18.27484700396541,12.0,22.0,3.9,3.0,1,0,1,True,0.2945107519861386,380,Rendah,0,0.2945107519861386,QRIS + EDC,,,existing_bni
M0015,Bakery Nawasena Juara,F&B,warung,retailer,Depok,Sawangan,Ya,QRIS,17530932.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,16.67947747852733,10.0,11.0,3.5,1.0,1,0,0,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0014,Sembada Pangan Distribusi,F&B,catering,supplier,Bandung,Cihampelas,Ya,QRIS + EDC,3185683936.0,5.0,0.282477,0.0021084426666916,0.010908626198083,17,39.0,0.4,0.0564954,47.0,0,7.833333333333333,21.88193283980955,25.0,40.0,3.6,6.0,1,1,1,True,0.3729146316688281,234,Sedang,0,0.3729146316688281,QRIS + EDC,,,existing_bni
M0013,CV Sembada Distribusi Internasional,F&B,restaurant,supplier,Tangerang,Karawaci,Ya,QRIS,775217347.0,6.0,0.406577,0.00248165260864,0.0094364217252396,6,16.0,0.5,0.0677628333333333,33.0,1,4.714285714285714,20.4686539970314,21.0,29.0,4.1,3.0,1,0,0,True,0.4828942998612405,109,Sedang,0,0.4828942998612405,QRIS,,,existing_bni
M0043,Warung Kang Dedi,F&B,restaurant,retailer,Tangerang,Karawaci,Ya,QRIS,78235628.0,2.0,0.186773,0.0012828706863966,5.111821086261981e-05,7,67.0,0.5,0.0933865,18.0,0,6.0,18.175235715565822,11.0,36.0,3.6,3.0,1,0,0,True,0.2420763850973109,476,Rendah,0,0.2420763850973109,QRIS,,,existing_bni
M0041,CV Langgeng Horeka Sejahtera,F&B,restaurant,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,2627857244.0,5.0,0.309408,0.002039168571425,0.012605750798722,18,41.0,0.4,0.0618816,42.0,0,7.0,21.689434615317094,12.0,23.0,4.1,4.0,1,1,1,True,0.3753452071053946,229,Sedang,0,0.3753452071053946,QRIS + EDC,,,existing_bni
M0040,Kedai Sembada Juara,F&B,cafe,retailer,Bandung,Cihampelas,Ya,QRIS,487853055.0,2.0,0.103265,0.0008357228491619,0.0019373801916932,4,30.0,0.5,0.0516325,29.0,0,9.666666666666666,20.00552480371917,13.0,22.0,0.0,4.0,0,1,1,True,0.1857344696160646,555,Rendah,0,0.1857344696160646,QRIS,,,existing_bni
M0629,Pusat Suku Cadang Nawasena Utama,Automotive,bengkel,supplier,Bogor,Sentul,Ya,QRIS + EDC,471377580.0,3.0,0.159035,0.0011180689697975,0.0058274760383386,3,76.0,0.6666666666666666,0.0530116666666666,31.0,0,7.75,19.971169988998504,12.0,37.0,0.0,5.0,0,1,1,True,0.2865557060596235,384,Rendah,0,0.2865557060596235,QRIS + EDC,,,existing_bni
M0659,PT Kencana Garage Mandiri,Automotive,dealer,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,3142706190.0,12.0,0.764532,0.0043521132734668,0.0240920127795527,3,76.0,0.6666666666666666,0.063711,40.0,1,3.076923076923077,21.868350109959565,21.0,42.0,4.1,3.0,1,0,0,True,0.899024533656347,3,Tinggi,1,0.899024533656347,QRIS + EDC,,,existing_bni
M0657,Supplier Otomotif Mentari,Automotive,bengkel,supplier,Bandung,Buah Batu,Ya,QRIS + EDC,38656848.0,2.0,0.127797,0.0009304463398842,0.0033584664536741,3,76.0,1.0,0.0638985,23.0,0,7.666666666666667,17.47023452299074,10.0,27.0,4.0,2.0,1,1,1,True,0.3245849243325016,311,Rendah,0,0.3245849243325016,QRIS + EDC,,,existing_bni
M0654,Nawasena Auto Distribusi,Automotive,dealer,supplier,Depok,Cinere,Ya,QRIS + EDC,556211553.0,5.0,0.287903,0.0019369014676288,0.0107654952076677,10,26.0,0.6,0.0575805999999999,27.0,0,4.5,20.13665927265158,15.0,63.0,4.3,3.0,1,0,0,True,0.4117858376749255,186,Sedang,0,0.4117858376749255,QRIS + EDC,,,existing_bni
M0653,PT Langgeng Otomotif Retailindo,Automotive,dealer,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,7750222415.0,4.0,0.218576,0.001745206551752,0.0076728434504792,0,44.0,0.25,0.054644,47.0,0,9.4,22.77098737873857,19.0,82.0,3.6,6.0,1,1,0,True,0.2680202332945366,406,Rendah,0,0.2680202332945366,QRIS + EDC,,,existing_bni
M0652,Auto Service Harmoni,Automotive,dealer,retailer,Bogor,Sentul,Ya,QRIS,90682560.0,6.0,0.35512,0.0023162293140246,0.0219092651757188,3,76.0,0.5,0.0591866666666666,24.0,1,3.4285714285714284,18.32287562537507,12.0,22.0,0.0,3.0,0,0,1,True,0.4562948222808037,142,Sedang,0,0.4562948222808037,QRIS,,,existing_bni
M0649,Selaras Otomotif Store,Automotive,dealer,retailer,Bogor,Dramaga,Ya,QRIS + EDC,3368662547.0,1.0,0.053191,0.0005761667157782,0.0,4,30.0,1.0,0.053191,53.0,0,26.5,21.937781632507257,8.0,31.0,3.6,4.0,1,0,1,True,0.2548545116574688,455,Rendah,0,0.2548545116574688,QRIS + EDC,,,existing_bni
M0677,Ban & Oli Pelita Cemerlang,Automotive,bengkel,retailer,Jakarta,Cempaka Putih,Ya,QRIS,116171005.0,3.0,0.173746,0.0013633225045239,0.0058479233226837,15,53.0,0.6666666666666666,0.0579153333333333,27.0,0,6.75,18.57057385317498,16.0,17.0,3.9,3.0,1,1,1,True,0.3087556487986281,358,Rendah,0,0.3087556487986281,QRIS,,,existing_bni
M0036,Kafe Buana Mulia,F&B,cafe,retailer,Bekasi,Summarecon,Ya,QRIS,66018669.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,18.005448138775918,12.0,14.0,0.0,2.0,0,1,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0035,Kedai Cakrawala Baru,F&B,restaurant,retailer,Jakarta,Thamrin,Ya,QRIS,120750905.0,1.0,0.055556,0.0006217216141507,0.0,1,29.0,1.0,0.055556,21.0,0,10.5,18.6092403535744,18.0,26.0,3.3,4.0,1,0,1,True,0.2588751976598445,440,Rendah,0,0.2588751976598445,QRIS,,,existing_bni
M0028,Kafe Lentera Utama,F&B,catering,retailer,Jakarta,Pluit,Ya,QRIS,22368603.0,3.0,0.195233,0.0015675241063845,0.0071923322683706,13,28.0,0.6666666666666666,0.0650776666666666,18.0,0,4.5,16.923168926512332,9.0,20.0,3.6,2.0,1,0,0,True,0.3298255021926818,295,Rendah,0,0.3298255021926818,QRIS,,,existing_bni
M0033,CV Jelita Distribusi Niaga Raya,F&B,restaurant,supplier,Bandung,Unknown,Ya,QRIS + EDC,583626245.0,5.0,0.286256,0.0019746571636607,0.0154683706070287,13,28.0,0.4,0.0572512,24.0,0,4.0,20.18477134618563,20.0,26.0,3.9,6.0,1,0,1,True,0.3641085239772051,243,Sedang,0,0.3641085239772051,QRIS + EDC,,,existing_bni
M0042,Distribusi Boga Selaras,F&B,warung,supplier,Tangerang,Gading Serpong,Ya,QRIS,52318039.5,2.0,0.149627,0.0010885975850245,0.0015488817891373,12,58.0,1.0,0.0748135,22.0,0,7.333333333333333,17.77285181219474,17.0,22.0,3.8,5.0,1,0,1,True,0.3423555407556336,268,Rendah,0,0.3423555407556336,QRIS,,,existing_bni
M0683,Auto Service Langgeng,Automotive,accessories,retailer,Tangerang,Unknown,Ya,QRIS + EDC,41878340.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.550279330001473,5.0,16.0,3.5,1.0,1,1,0,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS + EDC,,,existing_bni
M0426,Sejahtera Pangan Market,Grocery,distributor,retailer,Bandung,Unknown,Ya,QRIS,21479816.0,1.0,0.052632,0.0005385209580363,0.0,13,28.0,0.0,0.052632,21.0,0,10.5,16.882624308015576,12.0,16.0,3.6,2.0,1,1,1,True,0.0019224638911454,624,Rendah,0,0.0019224638911454,QRIS,,,existing_bni
M0429,Toko Pangan Prima,Grocery,supermarket,retailer,Bogor,Unknown,Ya,QRIS,33733337.0,2.0,0.108328,0.0008238991020311,0.0014619808306709,3,76.0,0.5,0.054164,16.0,0,5.333333333333333,17.333997164489443,12.0,22.0,3.9,2.0,1,1,1,True,0.186279868670268,554,Rendah,0,0.186279868670268,QRIS,,,existing_bni
M0449,CV Sinar Pangan Niaga Raya,Grocery,supermarket,retailer,Tangerang,Alam Sutera,Ya,QRIS + EDC,2376462342.0,1.0,0.054054,0.0006031692079968,0.0,15,53.0,0.0,0.054054,42.0,0,21.0,21.58887880832157,15.0,33.0,3.6,4.0,1,1,0,True,0.0070869334270647,613,Rendah,0,0.0070869334270647,QRIS + EDC,,,existing_bni
M0472,Swalayan Mandala Sukses,Grocery,minimarket,retailer,Jakarta,Unknown,Ya,QRIS,1762617041.0,6.0,0.328104,0.0024635611651888,0.0197929712460063,15,53.0,0.6666666666666666,0.054684,35.0,1,5.0,21.29006549725437,12.0,29.0,4.1,3.0,1,1,1,True,0.501262237112245,95,Sedang,0,0.501262237112245,QRIS,,,existing_bni
M0484,CV Makmur Niaga Indonesia,Grocery,supermarket,retailer,Depok,Unknown,Ya,QRIS + EDC,620305582.0,2.0,0.125768,0.0009462154531564,0.0017942492012779,10,26.0,0.5,0.062884,36.0,0,12.0,20.24572279038648,15.0,30.0,0.0,6.0,0,1,0,True,0.200179640118012,537,Rendah,0,0.200179640118012,QRIS + EDC,,,existing_bni
M0398,Grosir Sembako Sahabat,Grocery,toko_kelontong,supplier,Bekasi,Unknown,Ya,QRIS,101800537.0,1.0,0.098039,0.0008295900221919,0.0,1,29.0,1.0,0.098039,17.0,0,8.5,18.43852594693903,8.0,11.0,3.3,3.0,1,0,1,True,0.2860922544380926,386,Rendah,0,0.2860922544380926,QRIS,,,existing_bni
M0404,Swalayan Pusaka Mulia,Grocery,supermarket,retailer,Bekasi,Summarecon,Ya,QRIS,40703298.5,3.0,0.179054,0.0013186955590121,0.0032869009584664,9,20.0,0.3333333333333333,0.0596846666666666,24.0,0,6.0,17.521819715922994,9.0,23.0,0.0,3.0,0,0,0,True,0.2236177459145147,493,Rendah,0,0.2236177459145147,QRIS,,,existing_bni
M0363,Minimarket Arunika Mulia,Grocery,toko_kelontong,retailer,Tangerang,Unknown,Ya,QRIS,319863357.0,6.0,0.367969,0.0024207451813234,0.0124830670926517,7,67.0,0.8333333333333334,0.0613281666666666,27.0,1,3.857142857142857,19.58340445631492,19.0,28.0,0.0,2.0,0,1,0,True,0.5509304793849292,62,Tinggi,1,0.5509304793849292,QRIS,,,existing_bni
M0355,Toko Pangan Selaras,Grocery,distributor,retailer,Bandung,Unknown,Ya,QRIS,25298029.0,2.0,0.135626,0.0010973597302719,0.0003782747603833,7,67.0,0.5,0.067813,14.0,0,4.666666666666667,17.046237085053416,13.0,21.0,0.0,3.0,0,0,1,True,0.2140826356606773,509,Rendah,0,0.2140826356606773,QRIS,,,existing_bni
M0528,Distributor Gadget Sentosa,Electronics,gadget,supplier,Bogor,Unknown,Ya,QRIS + EDC,52789290.0,1.0,0.05,0.0005537400065021,0.0,18,41.0,0.0,0.05,25.0,0,12.5,17.781818906135637,12.0,21.0,0.0,3.0,0,1,0,True,0.0023078421789465,623,Rendah,0,0.0023078421789465,QRIS + EDC,,,existing_bni
M0271,Supplier Busana Tunas,Fashion,accessories,supplier,Bogor,Unknown,Ya,QRIS + EDC,146033143.0,1.0,0.066667,0.0009243955567751,0.0,0,44.0,1.0,0.066667,16.0,0,8.0,18.79934416760753,15.0,17.0,0.0,6.0,0,0,1,True,0.284301033496678,388,Rendah,0,0.284301033496678,QRIS + EDC,,,existing_bni
M0547,Prima Inovasi House,Electronics,service,retailer,Depok,Unknown,Ya,QRIS + EDC,3989768374.0,8.0,0.459856,0.0030538353148084,0.0157392971246006,8,46.0,0.75,0.057482,35.0,1,3.888888888888889,22.10699901478469,15.0,31.0,0.0,3.0,0,1,1,True,0.6479482462437441,25,Tinggi,1,0.6479482462437441,QRIS + EDC,,,existing_bni
M0234,Grosir Kain Karya,Fashion,textile,supplier,Jakarta,Unknown,Ya,QRIS,71643517.0,1.0,0.085106,0.0007667851067862,0.0,17,39.0,1.0,0.085106,17.0,0,8.5,18.087213240595425,13.0,11.0,0.0,3.0,0,1,1,True,0.2778417229350995,393,Rendah,0,0.2778417229350995,QRIS,,,existing_bni
M0236,Supplier Busana Adikara,Fashion,footwear,supplier,Bandung,Cihampelas,Ya,QRIS,48747140.0,3.0,0.204406,0.0015009965859601,0.002673482428115,10,26.0,0.6666666666666666,0.0681353333333333,16.0,0,4.0,17.702157107534532,13.0,22.0,0.0,1.0,0,1,0,True,0.3274880535112661,301,Rendah,0,0.3274880535112661,QRIS,,,existing_bni
M0201,Supplier Horeka Nawasena,F&B,restaurant,supplier,Bekasi,Unknown,Ya,QRIS,322717474.0,4.0,0.231068,0.0016535260302043,0.0087463258785942,1,29.0,0.5,0.057767,39.0,0,7.8,19.592287808019588,12.0,25.0,0.0,3.0,0,0,0,True,0.3272572802488628,302,Rendah,0,0.3272572802488628,QRIS,,,existing_bni
